SEQ,common_name,scientific_name,ADU,avibase_id,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,checklist_family,order,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment,IUCN,old,new,lost,kept,gain,lost_score,gain_score
666,White-browed Robin Chat,Cossypha heuglini,580,avibase-16BD42DD,White-browed Robin-Chat,Cossypha heuglini,27584,Cossypha heuglini,wbrcha2,"Chats, Old World Flycatchers, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22709822,1,0,0,0,0,34.8,Riverine,2,1,Carnivore,Invertivore,Terrestrial,6366999.37,,,Least Concern,61,78,5,56,22,4.90752681015538,21.4305409885036
667,Rüppell's Robin Chat,Cossypha semirufa,2576,avibase-53EABB81,Rüppell's Robin-Chat,Cossypha semirufa,27580,Cossypha semirufa,rurcha1,"Chats, Old World Flycatchers, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22709815,1,0,0,0,0,27.3,Forest,2,1,Carnivore,Invertivore,Generalist,865714.31,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,14,36,2,12,24,1.90612297479665,22.9748497188058
668,Blue-shouldered Robin Chat,Cossypha cyanocampter,2570,avibase-9616C96E,Blue-shouldered Robin-Chat,Cossypha cyanocampter,27577,Cossypha cyanocampter,bsrcha1,"Chats, Old World Flycatchers, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22709803,1,0,0,0,0,26.7,Shrubland,1,1,Carnivore,Invertivore,Generalist,1817635.07,,,Least Concern,2,2,0,2,0,0,0
669,Red-capped Robin Chat,Cossypha natalensis,579,avibase-3846F8A8,Red-capped Robin-Chat,Cossypha natalensis,27588,Cossypha natalensis,rcrcha1,"Chats, Old World Flycatchers, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22709828,1,0,0,0,0,34.1,Woodland,2,1,Carnivore,Invertivore,Terrestrial,3643626.52,,,Least Concern,29,49,5,24,25,4.93429156177462,24.2268437645899
670,Robin Chat,Cossypha caffra,581,avibase-A38BABE1,Cape Robin-Chat,Dessonornis caffer,27621,Dessonornis caffer,carcha1,"Chats, Old World Flycatchers, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22709791,1,0,0,0,0,28.5,Forest,2,1,Carnivore,Invertivore,Generalist,1628062.49,,,Least Concern,39,51,2,37,14,2.14582748566296,13.4598212460299
671,Grey-winged Ground Robin,Cossypha polioptera,1085,avibase-25C26AB9,Grey-winged Robin-Chat,Sheppardia polioptera,27628,Sheppardia polioptera,gywroc1,"Chats, Old World Flycatchers, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22709809,1,0,0,0,0,18.7,Shrubland,1,1,Carnivore,Invertivore,Terrestrial,644019.5,,,Least Concern,9,11,2,7,4,2.0332607934658,3.85150857498043
672,Equatorial Akalat,Sheppardia aequatorialis,2710,avibase-C25F57BD,Equatorial Akalat,Sheppardia aequatorialis,27646,Sheppardia aequatorialis,equaka1,"Chats, Old World Flycatchers, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22709642,1,0,0,0,0,16.8,Forest,1,1,Carnivore,Invertivore,Insessorial,137290.29,,,Least Concern,4,6,0,4,2,0,1.88212199676529
673,East Coast Akalat,Sheppardia gunningi,591,avibase-3E4783BA,East Coast Akalat,Sheppardia gunningi,27652,Sheppardia gunningi,eacaka1,"Chats, Old World Flycatchers, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22709650,1,0,0,0,0,17.3,Forest,1,1,Carnivore,Invertivore,Insessorial,58081.47,,,Near Threatened,5,3,3,2,1,2.96588180586766,0.959669761785512
674,Red-tailed Ant Thrush,Neocossyphus rufus,2662,avibase-90FDC4CC,Red-tailed Ant Thrush,Neocossyphus rufus,26563,Neocossyphus rufus,rtathr1,"Thrushes and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22708188,1,0,0,0,0,65.9,Forest,1,2,Carnivore,Invertivore,Generalist,1123680.47,,,Least Concern,8,5,3,5,0,2.93041095617884,0
675,White-tailed Ant Thrush,Neocossyphus poensis,2660,avibase-0BD37CDF,White-tailed Ant Thrush,Neocossyphus poensis,26560,Neocossyphus poensis,wtathr1,"Thrushes and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22708195,1,0,0,0,0,51.8,Forest,1,1,Carnivore,Invertivore,Terrestrial,2510054.88,,,Least Concern,2,2,0,2,0,0,0
676,African Thrush,Turdus pelios,1168,avibase-40A2405D,African Thrush,Turdus pelios,26817,Turdus pelios,afrthr1,"Thrushes and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22708702,1,0,0,0,0,65.4,Woodland,2,1,Omnivore,Omnivore,Generalist,8376209.44,,,Least Concern,17,38,0,17,21,0,20.1219272719592
677,Bare-eyed Thrush,Turdus tephronotus,2750,avibase-A0DC8E87,Bare-eyed Thrush,Turdus tephronotus,26839,Turdus tephronotus,abethr1,"Thrushes and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22708707,1,0,0,0,0,49.4,Shrubland,2,1,Omnivore,Invertivore,Generalist,998012.21,,,Least Concern,43,59,7,36,23,7.12039991581723,22.008540110569
678,Northern Olive Thrush,Turdus abyssinicus,0,avibase-407A34D9,Abyssinian/Taita Thrush,Turdus sp.,26829,Turdus abyssinicus|Turdus helleri,abythr1|taithr1,"Thrushes and Allies",Passeriformes,,2,0,0,0,0,67.3,Forest,1,1,Omnivore,Omnivore,Generalist,985397.28,,,Endangered,41,63,4,37,26,3.8270147583694,25.1566447194178
679,Orange Ground Thrush,Zoothera gurneyi,556,avibase-45C55FDE,Orange Ground Thrush,Geokichla gurneyi,26769,Geokichla gurneyi,orgthr1,"Thrushes and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22708426,1,0,0,0,0,57.9,Forest,1,2,Carnivore,Invertivore,Terrestrial,421268.02,,,Least Concern,6,5,2,4,1,1.90928976406117,0.917744000397832
680,Abyssinian Ground Thrush,Zoothera piaggiae,2768,avibase-C54DCA26,Abyssinian Ground Thrush,Geokichla piaggiae,26762,Geokichla piaggiae,abgthr1,"Thrushes and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22730723,1,0,0,0,0,51.1,Forest,1,1,Omnivore,Omnivore,Generalist,328100.35,,,Least Concern,13,18,7,6,12,7.04052278110424,11.586552909421
681,Spotted Ground Thrush,Turdus fischeri,558,avibase-60A39CF9,Spotted Ground Thrush,Geokichla guttata,26745,Geokichla guttata,spgthr1,"Thrushes and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22708464,1,0,1,0,0,57.5,Forest,1,2,Omnivore,Omnivore,Terrestrial,43468.22,,,Vulnerable,8,2,6,2,0,5.92625285716841,0
682,Little Rush Warbler,Bradypterus baboecala,0,avibase-E23637BD,Little/Highland Rush Warbler,Bradypterus sp.,22495,Bradypterus baboecala|Bradypterus centralis,afbwar1|hirwar2,"Grasshopper Warblers, Grassbirds, and Allies",Passeriformes,,2,0,0,0,0,12.9,Wetland,3,1,Carnivore,Invertivore,Insessorial,3037930.36,,,Least Concern,21,43,4,17,26,3.94731907035659,24.7405828397217
683,White-winged Warbler,Bradypterus carpalis,1064,avibase-8CA1A851,White-winged Swamp Warbler,Bradypterus carpalis,22503,Bradypterus carpalis,wwswar1,"Grasshopper Warblers, Grassbirds, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714461,1,0,0,0,0,22.4,Wetland,3,1,Carnivore,Invertivore,Insessorial,116124.15,,,Least Concern,3,5,0,3,2,0,1.9261082272706
684,Cinnamon Bracken Warbler,Bradypterus cinnamomeus,1107,avibase-523913AE,Cinnamon Bracken Warbler,Bradypterus cinnamomeus,22487,Bradypterus cinnamomeus,cibwar1,"Grasshopper Warblers, Grassbirds, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714503,1,0,0,0,0,17.4,Forest,1,1,Carnivore,Invertivore,Generalist,513979.16,,,Least Concern,17,29,3,14,15,3.03001351596185,14.4707895002689
685,Evergreen Forest Warbler,Bradypterus lopezi,1106,avibase-8160D091,Evergreen Forest Warbler,Bradypterus lopezi,22477,Bradypterus lopezi,camscw1,"Grasshopper Warblers, Grassbirds, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714485,1,0,0,0,0,19.2,Forest,1,1,Carnivore,Invertivore,Generalist,424179.16,,,Least Concern,6,13,1,5,8,0.959026240201242,7.77353103294871
686,Fan-tailed Warbler,Schoenicola platyura,616,avibase-2470FC01,Fan-tailed Grassbird,Catriscus brevirostris,22459,Catriscus brevirostris,fatgra1,"Grasshopper Warblers, Grassbirds, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22715572,1,0,0,0,0,15.7,Grassland,3,1,Carnivore,Invertivore,Terrestrial,2804794.87,,,Least Concern,13,15,6,7,8,5.78329730527806,7.62169667680756
687,Grasshopper Warbler,Locustella naevia,3306,avibase-BC0E4C9F,Common Grasshopper Warbler,Locustella naevia,22423,Locustella naevia,cogwar1,"Grasshopper Warblers, Grassbirds, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714657,1,0,0,0,0,13.3,Shrubland,2,3,Carnivore,Invertivore,Generalist,7984518.2,,,Least Concern,1,0,1,0,0,1.01901268370795,0
688,River Warbler,Locustella fluviatilis,598,avibase-2B020CA0,River Warbler,Locustella fluviatilis,22413,Locustella fluviatilis,eurwar2,"Grasshopper Warblers, Grassbirds, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714679,1,0,0,1,0,16.1,Wetland,3,3,Carnivore,Invertivore,Generalist,5232960.16,,,Least Concern,18,8,14,4,4,13.7310594338108,3.90019437355971
689,Savi's Warbler,Locustella luscinioides,3304,avibase-2D46BB98,Savi's Warbler,Locustella luscinioides,22414,Locustella luscinioides,savwar1,"Grasshopper Warblers, Grassbirds, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714684,1,0,0,0,0,13.9,Wetland,3,3,Carnivore,Invertivore,Generalist,4698320.69,,,Least Concern,1,0,1,0,0,0.970197902416558,0
690,Sedge Warbler,Acrocephalus schoenobaenus,608,avibase-FED5AED5,Sedge Warbler,Acrocephalus schoenobaenus,22248,Acrocephalus schoenobaenus,sedwar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714700,1,0,0,1,0,11.8,Wetland,3,3,Carnivore,Invertivore,Insessorial,11967937.01,,,Least Concern,53,35,27,26,9,26.5309342550973,8.4923247172999
692,Reed Warbler,Acrocephalus scirpaceus,911,avibase-3F0EE474,Common Reed Warbler,Acrocephalus scirpaceus,22265,Acrocephalus scirpaceus,eurwar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714722,1,0,0,1,0,12.3,Wetland,3,3,Carnivore,Invertivore,Insessorial,15112845.4,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,42,17,30,12,5,29.0571704019611,4.79653035046326
693,Marsh Warbler,Acrocephalus palustris,607,avibase-B675E006,Marsh Warbler,Acrocephalus palustris,22264,Acrocephalus palustris,marwar3,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714741,1,0,0,1,0,11.5,Shrubland,3,3,Carnivore,Invertivore,Insessorial,5996672.74,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,45,24,24,21,3,23.428160837046,2.89728466385968
694,Great Reed Warbler,Acrocephalus arundinaceus,603,avibase-B283E332,Great Reed Warbler,Acrocephalus arundinaceus,22295,Acrocephalus arundinaceus,grrwar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/104317670,1,0,0,1,0,30,Wetland,3,3,Carnivore,Invertivore,Insessorial,9336953.31,,,Least Concern,33,22,19,14,8,18.5496024563402,7.60589218783383
695,Basra Reed Warbler,Acrocephalus griseldis,949,avibase-0D42A253,Basra Reed Warbler,Acrocephalus griseldis,22276,Acrocephalus griseldis,barwar2,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714757,1,0,0,1,0,16.7,Wetland,3,3,Carnivore,Invertivore,Insessorial,105982.42,"This species is prone to misidentification and its maps might be affected by error.",,Endangered,14,9,8,6,3,7.86951493020843,2.8227725049501
696,Lesser Swamp Warbler,Acrocephalus gracilirostris,604,avibase-4AA7817D,Lesser Swamp Warbler,Acrocephalus gracilirostris,22280,Acrocephalus gracilirostris,leswar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714859,1,0,0,0,0,14.4,Wetland,3,1,Carnivore,Invertivore,Insessorial,4809980,,,Least Concern,27,47,1,26,21,0.977988713052154,20.0792692675841
697,Greater Swamp Warbler,Acrocephalus rufescens,912,avibase-C8857CC8,Greater Swamp Warbler,Acrocephalus rufescens,22290,Acrocephalus rufescens,grswar2,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714846,1,0,0,0,0,22.7,Wetland,3,1,Carnivore,Invertivore,Insessorial,1400095.07,,,Least Concern,7,9,0,7,2,0,1.95173322804958
698,Olivaceous Warbler,Hippolais pallida,3278,avibase-BAE527A2,Eastern Olivaceous Warbler,Iduna pallida,22230,Iduna pallida,eaowar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22734747,1,0,0,1,0,9,Shrubland,2,3,Carnivore,Invertivore,Insessorial,4793435.1,,,Least Concern,84,63,30,54,9,30.1265965485441,8.58196248085142
699,Upcher's Warbler,Hippolais languida,3276,avibase-B10AD127,Upcher's Warbler,Hippolais languida,22221,Hippolais languida,upcwar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714904,1,0,0,1,0,12,Shrubland,2,3,Carnivore,Invertivore,Insessorial,3093496.38,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,44,25,28,16,9,27.6969205315211,8.72658906633646
700,Olive-tree Warbler,Hippolais olivetorum,597,avibase-791DED18,Olive-tree Warbler,Hippolais olivetorum,22222,Hippolais olivetorum,oltwar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714908,1,0,0,1,0,17.5,Human Modified,2,3,Carnivore,Invertivore,Insessorial,285772.62,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,11,18,5,6,12,4.85674133804489,11.4378710634979
701,Icterine Warbler,Hippolais icterina,596,avibase-869C978C,Icterine Warbler,Hippolais icterina,22219,Hippolais icterina,ictwar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714916,1,0,0,1,0,13.2,Woodland,1,3,Carnivore,Invertivore,Insessorial,6330920.54,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,8,11,5,3,8,4.77005600710026,7.61095099205593
702,Yellow Warbler,Chloropeta natalensis,666,avibase-EBBD09CA,African Yellow Warbler,Iduna natalensis,22238,Iduna natalensis,afywar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714920,1,0,0,0,0,11.7,Shrubland,2,1,Carnivore,Invertivore,Insessorial,3742433.69,,,Least Concern,20,29,6,14,15,5.81529844262292,14.4155777837338
703,Mountain Yellow Warbler,Chloropeta similis,471,avibase-E999FD2D,Mountain Yellow Warbler,Iduna similis,22237,Iduna similis,moywar1,"Reed Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714927,1,0,0,0,0,11.1,Forest,2,1,Carnivore,Invertivore,Insessorial,283650.62,,,Least Concern,11,15,4,7,8,4.01906630159555,7.75273560442476
704,Papyrus Yellow Warbler,Chloropeta gracilirostris,1067,avibase-25F4FE96,Papyrus Yellow Warbler,Calamonastides gracilirostris,22244,Calamonastides gracilirostris,paywar1,"Reed Warblers and Allies",Passeriformes,,1,0,0,0,0,10.8,Wetland,3,1,Carnivore,Invertivore,Insessorial,69809.73,,,Not Evaluated,2,3,0,2,1,0,0.939260714274992
705,Barred Warbler,Sylvia nisoria,605,avibase-1EA60B94,Barred Warbler,Curruca nisoria,23758,Curruca nisoria,barwar1,"Sylviid Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22716937,1,0,0,1,0,22.5,Shrubland,2,3,Carnivore,Invertivore,Insessorial,10133103.58,,,Least Concern,43,24,25,18,6,24.6450876193593,5.80200945443618
706,Whitethroat,Sylvia communis,594,avibase-14AFBA82,Common Whitethroat,Curruca communis,23810,Curruca communis,grewhi1,"Sylviid Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22716910,1,0,0,1,0,15.1,Shrubland,3,3,Omnivore,Invertivore,Insessorial,14124012.64,,,Least Concern,63,56,18,45,11,17.7210688896552,10.5669632081162
707,Garden Warbler,Sylvia borin,595,avibase-A6A4FC63,Garden Warbler,Sylvia borin,23737,Sylvia borin,garwar1,"Sylviid Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22716906,1,0,0,1,0,18.2,Woodland,1,3,Omnivore,Omnivore,Insessorial,9648408.47,,,Least Concern,48,47,16,32,15,15.6244749057299,14.5458082108727
708,Blackcap,Sylvia atricapilla,969,avibase-61F9065B,Eurasian Blackcap,Sylvia atricapilla,23740,Sylvia atricapilla,blackc1,"Sylviid Warblers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22716901,1,0,0,1,0,16.7,Woodland,1,3,Omnivore,Omnivore,Insessorial,8628077.66,,,Least Concern,40,47,8,32,15,7.81892728614127,14.4601999129173
709,Moustached Warbler,Sphenoeacus mentalis,617,avibase-1478AA79,Moustached Grass Warbler,Melocichla mentalis,21495,Melocichla mentalis,mogwar1,"Longbills, Crombecs, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22714634,1,0,0,0,0,33.2,Shrubland,2,1,Carnivore,Invertivore,Insessorial,6248614.06,,,Least Concern,20,25,5,15,10,4.86039925307882,9.54918814937894
710,Yellow-throated Woodland Warbler,Phylloscopus ruficapilla,671,avibase-F6B77E64,Yellow-throated Woodland Warbler,Phylloscopus ruficapilla,23130,Phylloscopus ruficapilla,yetwow1,"Leaf Warblers",Passeriformes,https://datazone.birdlife.org/species/factsheet/22715207,1,0,0,0,0,7.7,Forest,1,1,Carnivore,Invertivore,Insessorial,423407.96,,,Least Concern,1,3,0,1,2,0,1.92717675516748
711,Uganda Woodland Warbler,Phylloscopus budongoensis,3370,avibase-132E0773,Uganda Woodland Warbler,Phylloscopus budongoensis,23148,Phylloscopus budongoensis,ugawow1,"Leaf Warblers",Passeriformes,https://datazone.birdlife.org/species/factsheet/22715228,1,0,0,0,0,8.2,Forest,1,1,Carnivore,Invertivore,Insessorial,176695.47,,,Least Concern,2,2,1,1,1,0.987532388921573,0.953396142674805
712,Brown Woodland Warbler,Phylloscopus umbrovirens,3382,avibase-E22B8495,Brown Woodland Warbler,Phylloscopus umbrovirens,23138,Phylloscopus umbrovirens,brwwar1,"Leaf Warblers",Passeriformes,https://datazone.birdlife.org/species/factsheet/22715234,1,0,0,0,0,8.6,Forest,2,1,Carnivore,Invertivore,Insessorial,611974.74,,,Least Concern,26,29,6,20,9,5.94373813847656,8.76584213054768
713,Wood Warbler,Phylloscopus sibilatrix,947,avibase-572C4C7F,Wood Warbler,Phylloscopus sibilatrix,23064,Phylloscopus sibilatrix,woowar,"Leaf Warblers",Passeriformes,https://datazone.birdlife.org/species/factsheet/22715260,1,0,0,1,0,9.2,Forest,1,3,Carnivore,Invertivore,Insessorial,6359810.96,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,5,7,4,1,6,3.77596786705085,5.74298097302582
714,Chiffchaff,Phylloscopus collybita,1054,avibase-F9F4B04D,Common Chiffchaff,Phylloscopus collybita,23116,Phylloscopus collybita,comchi1,"Leaf Warblers",Passeriformes,,1,0,0,1,0,8.3,Forest,1,3,Carnivore,Invertivore,Insessorial,7564956.38,"This species is prone to misidentification and its maps might be affected by error.",,Not Evaluated,13,9,10,3,6,9.83746413813459,5.7783642800997
715,Willow Warbler,Phylloscopus trochilus,599,avibase-88F4B969,Willow Warbler,Phylloscopus trochilus,23105,Phylloscopus trochilus,wlwwar,"Leaf Warblers",Passeriformes,https://datazone.birdlife.org/species/factsheet/22715240,1,0,0,1,0,8.7,Forest,1,3,Carnivore,Invertivore,Insessorial,15839222.41,,,Least Concern,97,86,17,80,6,17.3057620749444,5.83924456839308
716,Pectoral-patch Cisticola,Cisticola brunnescens,3114,avibase-006667E7,Pectoral-patch Cisticola,Cisticola brunnescens,22173,Cisticola brunnescens,pepcis1,"Cisticolas and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/103776392,1,0,0,0,0,8,Grassland,3,1,Carnivore,Invertivore,Terrestrial,465384.19,,,Least Concern,15,27,3,12,15,2.90388952994306,14.3208554957123
717,Wing-snapping Cisticola,Cisticola ayresii,634,avibase-78573BB2,Wing-snapping Cisticola,Cisticola ayresii,22184,Cisticola ayresii,wiscis1,"Cisticolas and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22713540,1,0,0,0,0,7,Grassland,3,1,Carnivore,Invertivore,Insessorial,1258911.91,,,Least Concern,7,12,3,4,8,2.8450971414056,7.70800177023871
718,Black-backed Cisticola,Cisticola eximia,3130,avibase-53E61277,Black-backed Cisticola,Cisticola eximius,22166,Cisticola eximius,blncis1,"Cisticolas and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22713524,1,0,0,0,0,12,Grassland,3,1,Carnivore,Invertivore,Terrestrial,652428.41,,,Least Concern,0,4,0,0,4,0,3.73273539525402
719,Zitting Cisticola,Cisticola juncidis,629,avibase-AEE2063F,Zitting Cisticola,Cisticola juncidis,22130,Cisticola juncidis,zitcis1,"Cisticolas and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22713491,1,0,0,0,0,6.8,Grassland,3,3,Carnivore,Invertivore,Generalist,18929166.75,,,Least Concern,22,50,4,18,32,4.04782882573839,30.4577631496093
